article,highlights
"Translate phoneme to English sentence: ['AY', 'M', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'EH', 'N', 'JH', 'OY', 'IH', 'NG', 'SIL', 'IH', 'T', 'SIL', 'S', 'OW', 'SIL', 'F', 'AA', 'R', 'SIL']",I'm really enjoying it so far
"Translate phoneme to English sentence: ['AY', 'M', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'EH', 'N', 'JH', 'OY', 'IH', 'NG', 'SIL', 'IH', 'T', 'SIL', 'S', 'OW', 'SIL', 'F', 'AA', 'R', 'SIL']",I'm really enjoying it so far
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'OW', 'N', 'L', 'IY', 'SIL', 'T', 'UW', 'SIL', 'Y', 'IH', 'R', 'Z', 'SIL', 'OW', 'L', 'D', 'SIL']",It was only two years old
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'OW', 'N', 'L', 'IY', 'SIL', 'T', 'UW', 'SIL', 'Y', 'IH', 'R', 'Z', 'SIL', 'OW', 'L', 'D', 'SIL']",It was only two years old
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'W', 'UH', 'D', 'SIL', 'B', 'IY', 'SIL', 'T', 'UW', 'SIL', 'B', 'AE', 'K', 'SIL', 'DH', 'AE', 'T', 'SIL', 'S', 'EH', 'V', 'ER', 'Z', 'SIL']",We would be willing to make that sacrifice
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'W', 'UH', 'D', 'SIL', 'B', 'IY', 'SIL', 'W', 'IH', 'L', 'IH', 'NG', 'SIL', 'T', 'UW', 'SIL', 'M', 'EY', 'K', 'SIL', 'DH', 'AE', 'T', 'SIL', 'S', 'AE', 'K', 'R', 'AH', 'F', 'AY', 'S', 'SIL']",We would be willing to make that sacrifice
"Translate phoneme to English sentence: ['AE', 'T', 'SIL', 'DH', 'AH', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'L', 'AE', 'S', 'T', 'SIL', 'M', 'IH', 'N', 'AH', 'T', 'SIL']",At the very last minute
"Translate phoneme to English sentence: ['AE', 'T', 'SIL', 'DH', 'AH', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'L', 'AE', 'S', 'T', 'SIL', 'M', 'IH', 'N', 'AH', 'T', 'SIL']",At the very last minute
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'S', 'IY', 'M', 'Z', 'SIL', 'L', 'IH', 'K', 'IH', 'NG', 'SIL', 'IH', 'N', 'SIL', 'R', 'EH', 'S', 'P', 'EY', 'N', 'D', 'SIL']",It seems silly in retrospect
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'S', 'IY', 'M', 'Z', 'SIL', 'S', 'IH', 'L', 'IY', 'SIL', 'IH', 'N', 'SIL', 'R', 'EH', 'T', 'R', 'AH', 'S', 'P', 'EH', 'K', 'T', 'SIL']",It seems silly in retrospect
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'T', 'UW', 'SIL', 'G', 'EH', 'T', 'SIL', 'T', 'UW', 'SIL', 'D', 'UW', 'SIL', 'DH', 'IH', 'S', 'SIL', 'EH', 'R', 'IY', 'AH', 'SIL', 'AH', 'SIL', 'L', 'IH', 'T', 'AH', 'L', 'SIL', 'P', 'AE', 'N', 'T', 'ER', 'SIL']",I have to get to know this area a little better
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'T', 'UW', 'SIL', 'G', 'EH', 'T', 'SIL', 'T', 'UW', 'SIL', 'N', 'OW', 'SIL', 'DH', 'IH', 'S', 'SIL', 'EH', 'R', 'IY', 'AH', 'SIL', 'AH', 'SIL', 'L', 'IH', 'T', 'AH', 'L', 'SIL', 'B', 'EH', 'T', 'ER', 'SIL']",I have to get to know this area a little better
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'IH', 'K', 'S', 'AH', 'K', 'L', 'IY', 'SIL', 'W', 'AH', 'T', 'SIL', 'AY', 'SIL', 'D', 'IH', 'D', 'SIL']",That's exactly what I did
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'IH', 'G', 'Z', 'AE', 'K', 'T', 'L', 'IY', 'SIL', 'W', 'AH', 'T', 'SIL', 'AY', 'SIL', 'D', 'IH', 'D', 'SIL']",That's exactly what I did
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'F', 'AY', 'N', 'D', 'SIL', 'M', 'AO', 'R', 'SIL', 'T', 'UW', 'SIL', 'K', 'AH', 'N', 'T', 'R', 'UW', 'SIL', 'T', 'UW', 'SIL', 'DH', 'AH', 'SIL', 'D', 'AH', 'G', 'SIL']",I have much more to contribute to the topic
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'M', 'AH', 'CH', 'SIL', 'M', 'AO', 'R', 'SIL', 'T', 'UW', 'SIL', 'K', 'AH', 'N', 'T', 'R', 'IH', 'B', 'Y', 'UW', 'T', 'SIL', 'T', 'UW', 'SIL', 'DH', 'AH', 'SIL', 'T', 'AA', 'P', 'IH', 'K', 'SIL']",I have much more to contribute to the topic
"Translate phoneme to English sentence: ['EH', 'V', 'R', 'IY', 'SIL', 'HH', 'AE', 'Z', 'SIL', 'DH', 'EH', 'R', 'SIL', 'AO', 'L', 'S', 'IH', 'D', 'Z', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'EH', 'V', 'ER', 'IY', 'SIL']",Everyone has their opinions about every case
"Translate phoneme to English sentence: ['EH', 'V', 'R', 'IY', 'W', 'AH', 'N', 'SIL', 'HH', 'AE', 'Z', 'SIL', 'DH', 'EH', 'R', 'SIL', 'AH', 'P', 'IH', 'N', 'Y', 'AH', 'N', 'Z', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'EH', 'V', 'ER', 'IY', 'SIL', 'K', 'EY', 'S', 'SIL']",Everyone has their opinions about every case
"Translate phoneme to English sentence: ['W', 'IH', 'N', 'T', 'SIL', 'JH', 'UH', 'R', 'SIL', 'AO', 'L', 'R', 'SIL']",Critic's choice award
"Translate phoneme to English sentence: ['K', 'R', 'IH', 'T', 'IH', 'K', 'S', 'SIL', 'CH', 'OY', 'S', 'SIL', 'AH', 'W', 'AO', 'R', 'D', 'SIL']",Critic's choice award
"Translate phoneme to English sentence: ['AY', 'SIL', 'TH', 'AO', 'T', 'SIL', 'SH', 'IY', 'SIL', 'W', 'AA', 'Z', 'SIL', 'P', 'R', 'IH', 'T', 'IY', 'SIL', 'G', 'UH', 'D', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AE', 'T', 'SIL']",I thought she was pretty good in that
"Translate phoneme to English sentence: ['AY', 'SIL', 'TH', 'AO', 'T', 'SIL', 'SH', 'IY', 'SIL', 'W', 'AA', 'Z', 'SIL', 'P', 'R', 'IH', 'T', 'IY', 'SIL', 'G', 'UH', 'D', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AE', 'T', 'SIL']",I thought she was pretty good in that
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'N', 'AA', 'T', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'IH', 'Z', 'AH', 'N', 'IH', 'NG', 'SIL']",It's not very inspiring
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'N', 'AA', 'T', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'IH', 'N', 'S', 'P', 'AY', 'R', 'IH', 'NG', 'SIL']",It's not very inspiring
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'B', 'IH', 'Z', 'AH', 'N', 'SIL', 'ER', 'D', 'SIL', 'DH', 'AE', 'T', 'SIL', 'EH', 'R', 'IY', 'AH', 'SIL', 'AA', 'R', 'SIL', 'K', 'L', 'OW', 'S', 'IH', 'NG', 'SIL']",The businesses around that area are closing
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'B', 'IH', 'Z', 'N', 'AH', 'S', 'AH', 'Z', 'SIL', 'ER', 'AW', 'N', 'D', 'SIL', 'DH', 'AE', 'T', 'SIL', 'EH', 'R', 'IY', 'AH', 'SIL', 'AA', 'R', 'SIL', 'K', 'L', 'OW', 'Z', 'IH', 'NG', 'SIL']",The businesses around that area are closing
"Translate phoneme to English sentence: ['AY', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'S', 'AY', 'D', 'SIL', 'AH', 'P', 'SIL', 'IH', 'T', 'SIL']",I just signed up for it
"Translate phoneme to English sentence: ['AY', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'S', 'AY', 'N', 'D', 'SIL', 'AH', 'P', 'SIL', 'F', 'AO', 'R', 'SIL', 'IH', 'T', 'SIL']",I just signed up for it
"Translate phoneme to English sentence: ['IY', 'V', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'D', 'IH', 'D', 'AH', 'N', 'T', 'SIL', 'B', 'IH', 'F', 'AO', 'R', 'SIL', 'M', 'IY', 'SIL', 'N', 'UW', 'SIL', 'DH', 'AE', 'T', 'SIL']",Even the generation before me knew that
"Translate phoneme to English sentence: ['IY', 'V', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'JH', 'EH', 'N', 'ER', 'EY', 'SH', 'AH', 'N', 'SIL', 'B', 'IH', 'F', 'AO', 'R', 'SIL', 'M', 'IY', 'SIL', 'N', 'UW', 'SIL', 'DH', 'AE', 'T', 'SIL']",Even the generation before me knew that
"Translate phoneme to English sentence: ['HH', 'IY', 'SIL', 'N', 'IY', 'D', 'Z', 'SIL', 'T', 'UW', 'SIL', 'G', 'OW', 'SIL', 'AE', 'K', 'S', 'EH', 'T', 'SIL', 'M', 'AO', 'R', 'SIL', 'HH', 'AE', 'F', 'AH', 'N', 'SIL']",He needs to go outside more often
"Translate phoneme to English sentence: ['HH', 'IY', 'SIL', 'N', 'IY', 'D', 'Z', 'SIL', 'T', 'UW', 'SIL', 'G', 'OW', 'SIL', 'AW', 'T', 'S', 'AY', 'D', 'SIL', 'M', 'AO', 'R', 'SIL', 'AO', 'F', 'AH', 'N', 'SIL']",He needs to go outside more often
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'K', 'AH', 'M', 'F', 'ER', 'T', 'AH', 'B', 'AH', 'L', 'SIL', 'D', 'AH', 'Z', 'AH', 'N', 'T', 'SIL', 'HH', 'AE', 'V', 'SIL', 'T', 'UW', 'SIL', 'W', 'IH', 'DH', 'SIL', 'IH', 'T', 'SIL']",The government doesn't have to deal with it
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'G', 'AH', 'V', 'ER', 'N', 'M', 'AH', 'N', 'T', 'SIL', 'D', 'AH', 'Z', 'AH', 'N', 'T', 'SIL', 'HH', 'AE', 'V', 'SIL', 'T', 'UW', 'SIL', 'D', 'IY', 'L', 'SIL', 'W', 'IH', 'DH', 'SIL', 'IH', 'T', 'SIL']",The government doesn't have to deal with it
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'DH', 'EH', 'M', 'SIL']",There's a lot of them
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'Z', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'DH', 'EH', 'M', 'SIL']",There's a lot of them
"Translate phoneme to English sentence: ['S', 'OW', 'SIL', 'SH', 'IY', 'SIL', 'JH', 'OY', 'N', 'SIL', 'AA', 'R', 'SIL', 'D', 'IH', 'D', 'AH', 'N', 'T', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'K', 'L', 'AE', 'S', 'AH', 'M', 'SIL']",So she joined her daughter in the classroom
"Translate phoneme to English sentence: ['S', 'OW', 'SIL', 'SH', 'IY', 'SIL', 'JH', 'OY', 'N', 'D', 'SIL', 'HH', 'ER', 'SIL', 'D', 'AO', 'T', 'ER', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'K', 'L', 'AE', 'S', 'R', 'UW', 'M', 'SIL']",So she joined her daughter in the classroom
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'S', 'AE', 'N', 'SIL', 'AH', 'V', 'SIL', 'AH', 'SIL', 'T', 'UW', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'SIL']",We sent some of it to our family
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'S', 'EH', 'N', 'T', 'SIL', 'S', 'AH', 'M', 'SIL', 'AH', 'V', 'SIL', 'IH', 'T', 'SIL', 'T', 'UW', 'SIL', 'AW', 'ER', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'SIL']",We sent some of it to our family
"Translate phoneme to English sentence: ['B', 'IH', 'F', 'AO', 'R', 'SIL', 'TH', 'R', 'IY', 'SIL', 'Y', 'IH', 'R', 'Z', 'SIL', 'OW', 'L', 'D', 'SIL', 'DH', 'AH', 'SIL', 'K', 'W', 'AY', 'T', 'SIL', 'S', 'OW', 'SIL']",Before three years old they are quite small
"Translate phoneme to English sentence: ['B', 'IH', 'F', 'AO', 'R', 'SIL', 'TH', 'R', 'IY', 'SIL', 'Y', 'IH', 'R', 'Z', 'SIL', 'OW', 'L', 'D', 'SIL', 'DH', 'EY', 'SIL', 'AA', 'R', 'SIL', 'K', 'W', 'AY', 'T', 'SIL', 'S', 'M', 'AO', 'L', 'SIL']",Before three years old they are quite small
"Translate phoneme to English sentence: ['DH', 'OW', 'Z', 'SIL', 'P', 'EH', 'T', 'ER', 'Z', 'SIL', 'W', 'ER', 'SIL', 'W', 'IH', 'L', 'SIL', 'S', 'AH', 'M', 'L', 'AY', 'Z', 'D', 'SIL', 'B', 'IH', 'F', 'AO', 'R', 'SIL']",Those patterns were well established before
"Translate phoneme to English sentence: ['DH', 'OW', 'Z', 'SIL', 'P', 'AE', 'T', 'ER', 'N', 'Z', 'SIL', 'W', 'ER', 'SIL', 'W', 'EH', 'L', 'SIL', 'IH', 'S', 'T', 'AE', 'B', 'L', 'IH', 'SH', 'T', 'SIL', 'B', 'IH', 'F', 'AO', 'R', 'SIL']",Those patterns were well established before
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'AA', 'SIL', 'TH', 'IH', 'NG', 'K', 'IH', 'NG', 'SIL', 'HH', 'AE', 'V', 'SIL', 'DH', 'AH', 'SIL', 'R', 'EH', 'S', 'P', 'IH', 'NG', 'SIL', 'DH', 'AE', 'T', 'SIL', 'Y', 'UW', 'V', 'IH', 'N', 'SIL', 'AH', 'N', 'D', 'SIL', 'AE', 'N', 'SIL', 'L', 'IH', 'L', 'IH', 'NG', 'SIL']",I was thinking of the recipe that uses onion and garlic
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'AA', 'Z', 'SIL', 'TH', 'IH', 'NG', 'K', 'IH', 'NG', 'SIL', 'AH', 'V', 'SIL', 'DH', 'AH', 'SIL', 'R', 'EH', 'S', 'AH', 'P', 'IY', 'SIL', 'DH', 'AE', 'T', 'SIL', 'Y', 'UW', 'Z', 'IH', 'Z', 'SIL', 'AH', 'N', 'Y', 'AH', 'N', 'SIL', 'AH', 'N', 'D', 'SIL', 'G', 'AA', 'R', 'L', 'IH', 'K', 'SIL']",I was thinking of the recipe that uses onion and garlic
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'D', 'IH', 'D', 'AH', 'N', 'T', 'SIL', 'B', 'AY', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'N', 'UW', 'SIL', 'AO', 'R', 'SIL', 'IH', 'N', 'S', 'SIL', 'K', 'AA', 'R', 'Z', 'SIL']",We didn't buy really new or expensive cars
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'D', 'IH', 'D', 'AH', 'N', 'T', 'SIL', 'B', 'AY', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'N', 'UW', 'SIL', 'AO', 'R', 'SIL', 'IH', 'K', 'S', 'P', 'EH', 'N', 'S', 'IH', 'V', 'SIL', 'K', 'AA', 'R', 'Z', 'SIL']",We didn't buy really new or expensive cars
"Translate phoneme to English sentence: ['B', 'OW', 'TH', 'SIL', 'M', 'EH', 'ZH', 'ER', 'Z', 'SIL', 'B', 'AE', 'S', 'T', 'SIL', 'L', 'AA', 'R', 'K', 'L', 'IY', 'SIL', 'AH', 'L', 'OW', 'SIL', 'P', 'EH', 'R', 'T', 'IH', 'NG', 'SIL', 'L', 'AY', 'K', 'S', 'SIL']",Both measures passed largely along party lines
"Translate phoneme to English sentence: ['B', 'OW', 'TH', 'SIL', 'M', 'EH', 'ZH', 'ER', 'Z', 'SIL', 'P', 'AE', 'S', 'T', 'SIL', 'L', 'AA', 'R', 'JH', 'L', 'IY', 'SIL', 'AH', 'L', 'AO', 'NG', 'SIL', 'P', 'AA', 'R', 'T', 'IY', 'SIL', 'L', 'AY', 'N', 'Z', 'SIL']",Both measures passed largely along party lines
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'Y', 'UW', 'Z', 'D', 'SIL', 'DH', 'AE', 'N', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'W', 'AO', 'R', 'SIL', 'IH', 'F', 'AH', 'S', 'SIL']",They used them in the war in Afghanistan
"Translate phoneme to English sentence: ['DH', 'EY', 'SIL', 'Y', 'UW', 'Z', 'D', 'SIL', 'DH', 'EH', 'M', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'W', 'AO', 'R', 'SIL', 'IH', 'N', 'SIL', 'AE', 'F', 'G', 'AE', 'N', 'AH', 'S', 'T', 'AE', 'N', 'SIL']",They used them in the war in Afghanistan
"Translate phoneme to English sentence: ['TH', 'R', 'UW', 'SIL', 'W', 'IY', 'K', 'S', 'SIL', 'AE', 'F', 'T', 'ER', 'SIL', 'S', 'K', 'AO', 'R', 'SIL', 'S', 'EH', 'D', 'AH', 'N', 'T', 'SIL']",Three weeks after school started
"Translate phoneme to English sentence: ['TH', 'R', 'IY', 'SIL', 'W', 'IY', 'K', 'S', 'SIL', 'AE', 'F', 'T', 'ER', 'SIL', 'S', 'K', 'UW', 'L', 'SIL', 'S', 'T', 'AA', 'R', 'T', 'IH', 'D', 'SIL']",Three weeks after school started
"Translate phoneme to English sentence: ['SH', 'IY', 'SIL', 'D', 'IH', 'D', 'AH', 'N', 'T', 'SIL', 'W', 'IH', 'L', 'SIL', 'DH', 'AE', 'T', 'SIL', 'P', 'L', 'AE', 'M', 'AH', 'L', 'SIL', 'K', 'ER', 'Z', 'SIL', 'AO', 'R', 'SIL', 'S', 'EY', 'V', 'SIL']",She didn't feel that public schools were safe
"Translate phoneme to English sentence: ['SH', 'IY', 'SIL', 'D', 'IH', 'D', 'AH', 'N', 'T', 'SIL', 'F', 'IY', 'L', 'SIL', 'DH', 'AE', 'T', 'SIL', 'P', 'AH', 'B', 'L', 'IH', 'K', 'SIL', 'S', 'K', 'UW', 'L', 'Z', 'SIL', 'W', 'ER', 'SIL', 'S', 'EY', 'F', 'SIL']",She didn't feel that public schools were safe
"Translate phoneme to English sentence: ['L', 'IY', 'B', 'IH', 'NG', 'SIL', 'B', 'AE', 'Z', 'SIL', 'AA', 'R', 'SIL', 'N', 'AH', 'D', 'SIL', 'HH', 'AH', 'F', 'AH', 'L', 'SIL']",Sleeping bags are not comfortable
"Translate phoneme to English sentence: ['S', 'L', 'IY', 'P', 'IH', 'NG', 'SIL', 'B', 'AE', 'G', 'Z', 'SIL', 'AA', 'R', 'SIL', 'N', 'AA', 'T', 'SIL', 'K', 'AH', 'M', 'F', 'ER', 'T', 'AH', 'B', 'AH', 'L', 'SIL']",Sleeping bags are not comfortable
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'W', 'AA', 'Z', 'SIL', 'AH', 'SIL', 'K', 'AH', 'M', 'P', 'AH', 'N', 'IY', 'SIL', 'IH', 'N', 'SIL', 'HH', 'IH', 'T', 'SIL', 'DH', 'AE', 'T', 'SIL', 'S', 'OW', 'L', 'D', 'SIL', 'DH', 'EH', 'M', 'SIL']",There was a company in Houston that sold them
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'W', 'AA', 'Z', 'SIL', 'AH', 'SIL', 'K', 'AH', 'M', 'P', 'AH', 'N', 'IY', 'SIL', 'IH', 'N', 'SIL', 'HH', 'Y', 'UW', 'S', 'T', 'AH', 'N', 'SIL', 'DH', 'AE', 'T', 'SIL', 'S', 'OW', 'L', 'D', 'SIL', 'DH', 'EH', 'M', 'SIL']",There was a company in Houston that sold them
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'HH', 'AE', 'V', 'AH', 'N', 'T', 'SIL', 'Y', 'UW', 'SIL', 'S', 'EY', 'SIL', 'DH', 'AE', 'T', 'SIL']",It's funny you say that
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'F', 'AH', 'N', 'IY', 'SIL', 'Y', 'UW', 'SIL', 'S', 'EY', 'SIL', 'DH', 'AE', 'T', 'SIL']",It's funny you say that
"Translate phoneme to English sentence: ['HH', 'ER', 'SIL', 'M', 'AH', 'DH', 'ER', 'SIL', 'W', 'AA', 'Z', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'OW', 'L', 'D', 'SIL']",Her mother was very old
"Translate phoneme to English sentence: ['HH', 'ER', 'SIL', 'M', 'AH', 'DH', 'ER', 'SIL', 'W', 'AA', 'Z', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'OW', 'L', 'D', 'SIL']",Her mother was very old
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'W', 'EH', 'N', 'T', 'SIL', 'DH', 'AH', 'SIL', 'D', 'UW', 'SIL', 'W', 'IH', 'DH', 'SIL', 'DH', 'AH', 'SIL', 'K', 'AH', 'N', 'T', 'R', 'IY', 'SIL', 'SH', 'UH', 'D', 'SIL']",That's what you do with a catfish after you catch it
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'W', 'AH', 'T', 'SIL', 'Y', 'UW', 'SIL', 'D', 'UW', 'SIL', 'W', 'IH', 'DH', 'SIL', 'AH', 'SIL', 'K', 'AE', 'T', 'F', 'IH', 'SH', 'SIL', 'AE', 'F', 'T', 'ER', 'SIL', 'Y', 'UW', 'SIL', 'K', 'AE', 'CH', 'SIL', 'IH', 'T', 'SIL']",That's what you do with a catfish after you catch it
"Translate phoneme to English sentence: ['S', 'EH', 'N', 'S', 'SIL', 'L', 'AY', 'K', 'SIL', 'F', 'EY', 'V', 'ER', 'SIL', 'M', 'AY', 'SIL', 'P', 'AA', 'R', 'T', 'S', 'SIL']",She's like fifty five pounds
"Translate phoneme to English sentence: ['SH', 'IY', 'Z', 'SIL', 'L', 'AY', 'K', 'SIL', 'F', 'IH', 'F', 'T', 'IY', 'SIL', 'F', 'AY', 'V', 'SIL', 'P', 'AW', 'N', 'D', 'Z', 'SIL']",She's like fifty five pounds
"Translate phoneme to English sentence: ['IH', 'F', 'SIL', 'AA', 'N', 'SIL', 'IH', 'T', 'SIL', 'G', 'UH', 'D', 'SIL', 'IH', 'T', 'S', 'SIL']",If you are not familiar with it
"Translate phoneme to English sentence: ['IH', 'F', 'SIL', 'Y', 'UW', 'SIL', 'AA', 'R', 'SIL', 'N', 'AA', 'T', 'SIL', 'F', 'AH', 'M', 'IH', 'L', 'Y', 'ER', 'SIL', 'W', 'IH', 'DH', 'SIL', 'IH', 'T', 'SIL']",If you are not familiar with it
"Translate phoneme to English sentence: ['Y', 'UW', 'SIL', 'D', 'UW', 'SIL', 'T', 'UW', 'SIL', 'HH', 'AE', 'D', 'SIL', 'F', 'AO', 'R', 'SIL', 'M', 'EY', 'D', 'SIL']",Do whatever you need to do to earn so much money
"Translate phoneme to English sentence: ['D', 'UW', 'SIL', 'W', 'AH', 'T', 'EH', 'V', 'ER', 'SIL', 'Y', 'UW', 'SIL', 'N', 'IY', 'D', 'SIL', 'T', 'UW', 'SIL', 'D', 'UW', 'SIL', 'T', 'UW', 'SIL', 'ER', 'N', 'SIL', 'S', 'OW', 'SIL', 'M', 'AH', 'CH', 'SIL', 'M', 'AH', 'N', 'IY', 'SIL']",Do whatever you need to do to earn so much money
"Translate phoneme to English sentence: ['G', 'EH', 'T', 'SIL', 'IH', 'Z', 'SIL', 'W', 'AH', 'N', 'S', 'SIL', 'T', 'UW', 'SIL', 'HH', 'AE', 'V', 'SIL', 'Y', 'IH', 'R', 'SIL']",Carol is poised to have a big year
"Translate phoneme to English sentence: ['K', 'AE', 'R', 'AH', 'L', 'SIL', 'IH', 'Z', 'SIL', 'P', 'OY', 'Z', 'D', 'SIL', 'T', 'UW', 'SIL', 'HH', 'AE', 'V', 'SIL', 'AH', 'SIL', 'B', 'IH', 'G', 'SIL', 'Y', 'IH', 'R', 'SIL']",Carol is poised to have a big year
"Translate phoneme to English sentence: ['HH', 'ER', 'SIL', 'L', 'AY', 'K', 'SIL', 'M', 'AY', 'SIL', 'W', 'AO', 'R', 'SIL']",Pork loin is one of my favorite things to grill
"Translate phoneme to English sentence: ['P', 'AO', 'R', 'K', 'SIL', 'L', 'OY', 'N', 'SIL', 'IH', 'Z', 'SIL', 'W', 'AH', 'N', 'SIL', 'AH', 'V', 'SIL', 'M', 'AY', 'SIL', 'F', 'EY', 'V', 'ER', 'IH', 'T', 'SIL', 'TH', 'IH', 'NG', 'Z', 'SIL', 'T', 'UW', 'SIL', 'G', 'R', 'IH', 'L', 'SIL']",Pork loin is one of my favorite things to grill
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'AA', 'N', 'T', 'SIL', 'DH', 'AH', 'SIL', 'N', 'UW', 'Z', 'SIL', 'AA', 'R', 'SIL', 'K', 'AA', 'V', 'IH', 'ZH', 'AH', 'N', 'SIL']",I watch the news on television
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'AA', 'CH', 'SIL', 'DH', 'AH', 'SIL', 'N', 'UW', 'Z', 'SIL', 'AA', 'N', 'SIL', 'T', 'EH', 'L', 'AH', 'V', 'IH', 'ZH', 'AH', 'N', 'SIL']",I watch the news on television
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'UH', 'D', 'AH', 'N', 'T', 'SIL', 'T', 'IY', 'SIL', 'AH', 'P', 'AA', 'R', 'T', 'SIL']",I wouldn't take it apart
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'UH', 'D', 'AH', 'N', 'T', 'SIL', 'T', 'EY', 'K', 'SIL', 'IH', 'T', 'SIL', 'AH', 'P', 'AA', 'R', 'T', 'SIL']",I wouldn't take it apart
"Translate phoneme to English sentence: ['AY', 'SIL', 'T', 'UW', 'SIL']",I used to belong to a Christmas club
"Translate phoneme to English sentence: ['AY', 'SIL', 'Y', 'UW', 'Z', 'D', 'SIL', 'T', 'UW', 'SIL', 'B', 'IH', 'L', 'AO', 'NG', 'SIL', 'T', 'UW', 'SIL', 'AH', 'SIL', 'K', 'R', 'IH', 'S', 'M', 'AH', 'S', 'SIL', 'K', 'L', 'AH', 'B', 'SIL']",I used to belong to a Christmas club
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'S', 'SIL', 'W', 'IH', 'L', 'SIL', 'R', 'IH', 'L', 'SIL', 'B', 'IH', 'L', 'SIL', 'K', 'AE', 'N', 'SIL', 'AH', 'V', 'SIL', 'M', 'AY', 'SIL']",This was twenty years ago
